Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units
NSRDB,123456,-,-,-,0,0.11,-5,19,-5,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2015,3,21,10,0,199,769,702,0,0,49.18,0.866900027,1,1.093,71,80.3,3,1010
2015,3,21,10,30,208,790,760,0,0,45.66,0.866900027,1.1,1.101,71,80.26,3,1010
2015,3,21,11,0,277,478,627,4,0,42.94,0.866900027,1.3,1.111,67.1,79.93,4,1010
2015,3,21,11,30,349,73,404,4,0,41.17,0.866900027,1.4,1.129,67.1,79.89,4,1010
2015,3,21,12,0,368,109,451,4,1,40.47,0.866900027,1.6,1.148,69.5,79.27,5,1010
2015,3,21,12,30,313,426,635,4,1,40.91,0.866900027,1.6,1.156,69.5,79.22,5,1010
2015,3,21,13,0,355,358,619,4,2,42.46,0.866900027,1.7,1.164,71.4,78.29,6,1010
2015,3,21,13,30,322,306,538,4,2,44.99,0.866900027,1.7,1.17,71.4,78.25,6,1010
2015,3,21,14,0,249,468,561,4,3,48.34,0.866900027,1.7,1.177,68.1,82.11,6,1000
2015,3,21,14,30,294,346,505,2,3,52.34,0.866900027,1.7,1.201,68.1,82.09,6,1000
2015,3,21,15,0,246,165,337,4,3,56.86,0.866900027,1.8,1.225,65.5,85.34,6,1000
2015,3,21,15,30,199,244,314,4,3,61.76,0.866900027,1.7,1.251,65.5,91.46,5,1000
2015,3,21,16,0,167,503,364,0,4,66.94,0.866900027,1.7,1.278,70.1,93.47,5,1000
2015,3,21,16,30,136,414,262,0,4,72.33,0.866900027,1.5,1.291,70.1,100,4,1000
2015,3,21,17,0,98,299,161,0,2,77.87,0.866900027,1.3,1.304,75,100,3,1000
2015,3,21,17,30,51,152,69,0,2,83.49,0.866900027,1.3,1.304,75,100,2,1000
2015,3,21,18,0,0,0,0,0,2,89.16,0.866900027,1.3,1.305,75.3,100,2,1000
2015,3,21,18,30,0,0,0,4,2,94.83,0.866900027,1.4,1.305,75.3,100,2,1010
2015,3,21,19,0,0,0,0,4,2,100.46,0.074299999,1.5,1.305,79.9,100,2,1010
2015,3,21,19,30,0,0,0,4,2,106,0.074299999,1.5,1.286,79.9,100,2,1010
2015,3,21,20,0,0,0,0,4,2,111.41,0.074299999,1.5,1.267,93.4,100,2,1010
2015,3,21,20,30,0,0,0,4,2,116.62,0.074299999,1.6,1.198,93.4,100,2,1010
2015,3,21,21,0,0,0,0,4,2,121.55,0.074299999,1.7,1.131,116.2,100,2,1010
2015,3,21,21,30,0,0,0,1,2,126.12,0.074299999,1.8,1.018,116.2,100,2,1010
2015,3,21,22,0,0,0,0,0,2,130.2,0.074299999,2,0.907,131,100,2,1010
2015,3,21,22,30,0,0,0,2,1,133.66,0.074299999,2,0.804,131,100,1,1010
2015,3,21,23,0,0,0,0,0,1,136.33,0.074299999,2.1,0.702,135.3,100,1,1010
2015,3,21,23,30,0,0,0,1,0,138.06,0.074299999,2,0.638,135.3,100,0,1010
2015,3,22,0,0,0,0,0,1,0,138.72,0.074299999,2,0.575,130.7,99.12,0,1010
2015,3,22,0,30,0,0,0,1,0,138.26,0.074299999,2,0.539,130.7,99.12,0,1010
2015,3,22,1,0,0,0,0,1,-1,136.72,0.074299999,2,0.504,126.6,89.37,0,1010
2015,3,22,1,30,0,0,0,1,-1,134.21,0.074299999,2,0.488,126.6,89.38,0,1010
2015,3,22,2,0,0,0,0,1,-2,130.88,0.074299999,2,0.473,125.8,87.37,-1,1010
2015,3,22,2,30,0,0,0,0,-2,126.9,0.074299999,2,0.476,125.8,87.39,-1,1010
2015,3,22,3,0,0,0,0,1,-4,122.41,0.074299999,2.1,0.479,125.9,78.96,-1,1010
2015,3,22,3,30,0,0,0,1,-4,117.53,0.074299999,2.1,0.485,125.9,78.98,-1,1010
2015,3,22,4,0,0,0,0,1,-5,112.36,0.074299999,2.2,0.491,126.3,78.52,-2,1010
2015,3,22,4,30,0,0,0,0,-5,106.98,0.074299999,2.1,0.488,126.3,78.55,-2,1010
2015,3,22,5,0,0,0,0,1,-5,101.45,0.074299999,2,0.485,126.9,74.95,-2,1010
2015,3,22,5,30,0,0,0,0,-5,95.83,0.074299999,2.1,0.48,126.9,74.99,-2,1010
2015,3,22,6,0,0,0,0,0,-5,90.15,0.074299999,2.2,0.475,127.8,74.36,-2,1010
2015,3,22,6,30,33,340,65,0,-5,84.47,0.074299999,2.5,0.471,127.8,69.12,-1,1010
2015,3,22,7,0,53,553,160,0,-6,78.82,0.074299999,2.8,0.468,134.1,66.93,-1,1010
2015,3,22,7,30,67,681,263,0,-6,73.25,0.074299999,2.9,0.465,134.1,62.25,0,1010
2015,3,22,8,0,76,773,368,0,-6,67.81,0.074299999,3.1,0.462,137.4,60.14,0,1010
2015,3,22,8,30,83,832,467,0,-6,62.56,0.074299999,3.1,0.46,137.4,60.14,0,1010
2015,3,22,9,0,86,883,560,0,-6,57.57,0.074299999,3.1,0.458,136,60.11,0,1010
2015,3,22,9,30,91,914,642,0,-6,52.95,0.074299999,3.1,0.459,136,60.1,0,1010
2015,3,22,10,0,93,941,713,0,-6,48.8,0.074299999,3.2,0.461,135.6,56.42,1,1010
2015,3,22,10,30,95,956,769,0,-6,45.27,0.074299999,3.2,0.464,135.6,56.41,1,1010
2015,3,22,11,0,96,969,810,0,-6,42.54,0.074299999,3.2,0.469,134.5,53.28,2,1010
2015,3,22,11,30,97,975,836,0,-6,40.76,0.074299999,3.2,0.476,134.5,53.26,2,1010
2015,3,22,12,0,97,978,846,0,-6,40.08,0.074299999,3.2,0.483,131.1,53.97,2,1010
2015,3,22,12,30,96,976,839,0,-6,40.53,0.074299999,3.2,0.493,131.1,53.96,2,1010
2015,3,22,13,0,97,966,814,0,-6,42.1,0.074299999,3.2,0.503,126.4,50.83,3,1010
2015,3,22,13,30,96,955,776,0,-6,44.65,0.074299999,3.2,0.51,126.4,50.82,3,1010
2015,3,22,14,0,93,939,722,0,-6,48.03,0.074299999,3.2,0.518,124.1,51.12,3,1010
2015,3,22,14,30,90,918,655,0,-6,52.06,0.074299999,3.2,0.519,124.1,54.88,2,1010
2015,3,22,15,0,85,890,576,0,-6,56.6,0.074299999,3.2,0.521,125.6,55.02,2,1010
2015,3,22,15,30,80,853,486,0,-6,61.52,0.074299999,3,0.508,125.6,59.11,1,1010
2015,3,22,16,0,72,803,390,0,-6,66.72,0.074299999,2.9,0.495,130,59.36,1,1010
2015,3,22,16,30,63,729,287,0,-6,72.12,0.074299999,2.4,0.472,130,63.81,0,1010
2015,3,22,17,0,51,624,184,0,-5,77.66,0.074299999,2,0.449,138.3,66.09,0,1010
2015,3,22,17,30,35,445,87,0,-5,83.29,0.074299999,1.8,0.43,138.3,66.11,0,1010
2015,3,22,18,0,10,119,12,0,-6,88.95,0.074299999,1.7,0.412,151.3,68.33,-1,1010
2015,3,22,18,30,0,0,0,1,-6,94.63,0.074299999,1.7,0.399,151.3,68.35,-1,1010
2015,3,22,19,0,0,0,0,0,-6,100.25,0.074299999,1.8,0.386,159.4,71.8,-2,1010
2015,3,22,19,30,0,0,0,1,-6,105.79,0.074299999,1.9,0.374,159.4,71.83,-2,1010
2015,3,22,20,0,0,0,0,0,-6,111.18,0.074299999,2,0.363,161.5,75.23,-3,1010
2015,3,22,20,30,0,0,0,1,-6,116.38,0.074299999,2,0.351,161.5,75.23,-3,1010
2015,3,22,21,0,0,0,0,1,-7,121.29,0.074299999,2,0.339,161.3,73.03,-3,1010
2015,3,22,21,30,0,0,0,0,-7,125.84,0.074299999,1.9,0.328,161.3,73.03,-3,1010
2015,3,22,22,0,0,0,0,4,-7,129.9,0.074299999,1.8,0.318,161.9,76.04,-4,1010
2015,3,22,22,30,0,0,0,4,-7,133.33,0.074299999,1.7,0.31,161.9,76.05,-4,1010
2015,3,22,23,0,0,0,0,4,-7,135.98,0.074299999,1.6,0.303,160.5,74.21,-4,1010
2015,3,22,23,30,0,0,0,1,-7,137.68,0.074299999,1.6,0.297,160.5,74.22,-4,1010
2015,3,23,0,0,0,0,0,4,-8,138.33,0.074299999,1.6,0.291,155,73.23,-4,1010
2015,3,23,0,30,0,0,0,4,-8,137.86,0.074299999,1.7,0.286,155,73.23,-4,1010
2015,3,23,1,0,0,0,0,1,-8,136.32,0.074299999,1.8,0.282,149.1,71.01,-4,1010
2015,3,23,1,30,0,0,0,4,-8,133.82,0.074299999,2,0.278,149.1,71.01,-4,1010
2015,3,23,2,0,0,0,0,4,-9,130.5,0.074299999,2.2,0.275,147.9,67.32,-4,1010
2015,3,23,2,30,0,0,0,4,-9,126.53,0.074299999,2.3,0.27,147.9,67.33,-4,1010
2015,3,23,3,0,0,0,0,4,-9,122.06,0.074299999,2.5,0.266,149.5,68.16,-5,1020
2015,3,23,3,30,0,0,0,1,-9,117.19,0.074299999,2.4,0.26,149.5,68.18,-5,1020
2015,3,23,4,0,0,0,0,1,-10,112.03,0.074299999,2.4,0.255,149.5,64.46,-5,1020
2015,3,23,4,30,0,0,0,1,-10,106.66,0.074299999,2.3,0.254,149.5,64.47,-5,1020
2015,3,23,5,0,0,0,0,1,-11,101.13,0.074299999,2.2,0.253,147.2,67.54,-6,1020
2015,3,23,5,30,0,0,0,1,-11,95.51,0.074299999,2.2,0.258,147.2,67.56,-6,1020
2015,3,23,6,0,0,0,0,4,-11,89.83,0.074299999,2.2,0.264,144.3,67.02,-6,1020
2015,3,23,6,30,33,403,74,0,-11,84.15,0.074299999,2.3,0.272,144.3,62.13,-5,1020
2015,3,23,7,0,52,595,171,0,-10,78.5,0.074299999,2.4,0.28,142.8,59.46,-4,1020
2015,3,23,7,30,65,716,276,0,-10,72.93,0.074299999,2.5,0.29,142.8,55.19,-3,1020
2015,3,23,8,0,76,792,379,0,-10,67.48,0.074299999,2.6,0.3,141.2,58.22,-3,1020
2015,3,23,8,30,84,849,479,0,-10,62.22,0.074299999,2.6,0.308,141.2,54.07,-2,1020
2015,3,23,9,0,89,890,571,0,-9,57.22,0.074299999,2.7,0.316,137.3,56.78,-2,1020
2015,3,23,9,30,94,920,654,0,-9,52.58,0.074299999,2.7,0.321,137.3,52.75,-1,1020
2015,3,23,10,0,106,924,720,0,-9,48.42,0.074299999,2.7,0.327,134.7,50.25,0,1020
2015,3,23,10,30,109,940,776,0,-9,44.89,0.074299999,2.7,0.333,134.7,50.24,0,1020
2015,3,23,11,0,112,950,817,0,-9,42.14,0.074299999,2.7,0.34,134.7,50.55,0,1020
2015,3,23,11,30,113,956,842,0,-9,40.36,0.074299999,2.7,0.344,134.7,50.54,0,1020
2015,3,23,12,0,110,965,853,0,-9,39.68,0.074299999,2.7,0.349,136.2,47.21,1,1020
2015,3,23,12,30,110,963,846,0,-9,40.15,0.074299999,2.6,0.347,136.2,47.19,1,1020
2015,3,23,13,0,104,967,826,0,-8,41.74,0.074299999,2.6,0.345,137.8,47.52,1,1020
2015,3,23,13,30,102,957,787,0,-8,44.32,0.074299999,2.5,0.339,137.8,47.51,1,1020
2015,3,23,14,0,97,947,734,0,-8,47.73,0.074299999,2.5,0.334,139.9,48.04,1,1020
2015,3,23,14,30,93,926,666,0,-8,51.78,0.074299999,2.4,0.335,139.9,48.04,1,1020
2015,3,23,15,0,87,902,587,0,-8,56.34,0.074299999,2.4,0.336,143,48.79,1,1020
2015,3,23,15,30,81,862,496,0,-8,61.28,0.074299999,2.2,0.344,143,52.44,0,1020
2015,3,23,16,0,73,813,398,0,-8,66.49,0.074299999,2.1,0.353,146.4,54.56,0,1020
2015,3,23,16,30,64,738,293,0,-8,71.9,0.074299999,1.7,0.363,146.4,54.57,0,1020
2015,3,23,17,0,52,631,189,0,-6,77.45,0.074299999,1.4,0.374,151.7,60.21,0,1020
2015,3,23,17,30,35,452,89,0,-6,83.09,0.074299999,1.3,0.386,151.7,64.76,-1,1020
2015,3,23,18,0,11,135,13,0,-6,88.75,0.074299999,1.3,0.399,160.7,70.85,-2,1020
2015,3,23,18,30,0,0,0,0,-6,94.42,0.074299999,1.3,0.416,160.7,70.87,-2,1020
2015,3,23,19,0,0,0,0,0,-6,100.04,0.074299999,1.4,0.433,170,70.62,-2,1020
2015,3,23,19,30,0,0,0,0,-6,105.57,0.074299999,1.4,0.452,170,70.64,-2,1020
2015,3,23,20,0,0,0,0,0,-6,110.96,0.074299999,1.5,0.473,173.6,76.36,-3,1020
2015,3,23,20,30,0,0,0,8,-6,116.14,0.074299999,1.6,0.495,173.6,70.92,-2,1020
2015,3,23,21,0,0,0,0,0,-6,121.04,0.074299999,1.7,0.517,174.2,71.46,-2,1020
2015,3,23,21,30,0,0,0,7,-6,125.56,0.074299999,1.7,0.546,174.2,71.46,-2,1020
2015,3,23,22,0,0,0,0,7,-6,129.6,0.074299999,1.8,0.576,179.7,70.1,-2,1020
2015,3,23,22,30,0,0,0,7,-6,133,0.074299999,1.8,0.605,179.7,70.1,-2,1020
2015,3,23,23,0,0,0,0,7,-7,135.62,0.074299999,1.9,0.634,180.3,72,-3,1020
2015,3,23,23,30,0,0,0,7,-7,137.31,0.074299999,1.8,0.655,180.3,72.01,-3,1020
2015,3,24,0,0,0,0,0,7,-7,137.94,0.074299999,1.7,0.677,175.7,70.6,-3,1020
2015,3,24,0,30,0,0,0,7,-7,137.46,0.074299999,1.6,0.696,175.7,70.59,-3,1020
2015,3,24,1,0,0,0,0,7,-7,135.92,0.074299999,1.5,0.715,174.3,70.13,-3,1020
2015,3,24,1,30,0,0,0,7,-7,133.43,0.074299999,1.4,0.726,174.3,70.12,-3,1020
2015,3,24,2,0,0,0,0,7,-7,130.12,0.074299999,1.4,0.737,176.7,70.59,-3,1020
2015,3,24,2,30,0,0,0,4,-7,126.17,0.074299999,1.4,0.738,176.7,70.58,-3,1020
2015,3,24,3,0,0,0,0,4,-7,121.7,0.074299999,1.4,0.74,181.8,71.22,-3,1020
2015,3,24,3,30,0,0,0,8,-7,116.85,0.074299999,1.3,0.74,181.8,71.22,-3,1020
2015,3,24,4,0,0,0,0,4,-7,111.7,0.074299999,1.3,0.741,183.9,76.61,-4,1020
2015,3,24,4,30,0,0,0,1,-7,106.33,0.074299999,1.3,0.736,183.9,76.64,-4,1020
2015,3,24,5,0,0,0,0,1,-7,100.81,0.074299999,1.3,0.731,183.5,75.16,-4,1020
2015,3,24,5,30,0,0,0,1,-7,95.2,0.074299999,1.4,0.715,183.5,75.18,-4,1020
2015,3,24,6,0,0,0,0,1,-8,89.52,0.074299999,1.6,0.7,185.6,72.45,-4,1020
2015,3,24,6,30,35,332,71,1,-8,83.84,0.074299999,1.6,0.686,185.6,67.26,-3,1020
2015,3,24,7,0,55,536,165,0,-8,78.19,0.074299999,1.7,0.672,190.7,63.48,-3,1020
2015,3,24,7,30,70,658,267,0,-8,72.61,0.074299999,1.5,0.664,190.7,58.96,-2,1020
2015,3,24,8,0,81,741,369,0,-8,67.15,0.074299999,1.4,0.656,184.7,59.21,-2,1020
2015,3,24,8,30,90,800,467,0,-8,61.88,0.074299999,1.2,0.654,184.7,55.02,-1,1020
2015,3,24,9,0,98,839,556,0,-8,56.87,0.074299999,1.2,0.652,172.1,52.82,0,1020
2015,3,24,9,30,103,871,637,0,-8,52.22,0.074299999,1.1,0.651,172.1,52.81,0,1020
2015,3,24,10,0,115,878,703,0,-7,48.05,0.074299999,1.1,0.65,163.9,51.58,1,1020
2015,3,24,10,30,119,896,758,0,-7,44.5,0.074299999,1,0.651,163.9,51.56,1,1020
2015,3,24,11,0,125,901,797,4,-7,41.74,0.074299999,1,0.652,156.8,50.74,2,1020
2015,3,24,11,30,363,271,571,4,-7,39.96,0.074299999,1,0.658,156.8,50.73,2,1020
2015,3,24,12,0,339,389,640,4,-6,39.28,0.074299999,1,0.665,146.6,49.85,3,1020
2015,3,24,12,30,309,444,651,4,-6,39.77,0.074299999,1,0.672,146.6,49.83,3,1020
2015,3,24,13,0,310,430,633,,-5,41.39,0.074299999,1,0.679,136.6,52.55,3,1020
2015,3,24,13,30,125,885,762,0,-5,43.99,0.074299999,1,0.679,136.6,52.54,3,1020
2015,3,24,14,0,123,866,709,0,-5,47.42,0.074299999,1,0.679,133.9,51.51,4,1020
2015,3,24,14,30,118,842,642,0,-5,51.51,0.074299999,1,0.667,133.9,51.51,4,1020
2015,3,24,15,0,109,817,565,0,-4,56.09,0.074299999,1,0.655,132.7,55.11,4,1020
2015,3,24,15,30,102,775,477,0,-4,61.04,0.074299999,0.8,0.632,132.7,59.13,3,1020
2015,3,24,16,0,90,727,383,0,-2,66.27,0.074299999,0.7,0.609,134.6,68.59,3,1020
2015,3,24,16,30,78,649,282,0,-2,71.69,0.074299999,0.6,0.582,134.6,73.66,2,1020
2015,3,24,17,0,61,544,182,0,-3,77.25,0.074299999,0.6,0.555,140.3,69.25,2,1020
2015,3,24,17,30,40,369,86,0,-3,82.88,0.074299999,0.5,0.532,140.3,74.41,1,1020
2015,3,24,18,0,11,93,14,0,-4,88.55,0.074299999,0.5,0.509,137.5,66.59,1,1020
2015,3,24,18,30,0,0,0,0,-4,94.22,0.074299999,0.5,0.498,137.5,66.61,1,1020
2015,3,24,19,0,0,0,0,0,-4,99.84,0.074299999,0.5,0.487,132.5,67.97,1,1020
2015,3,24,19,30,0,0,0,0,-4,105.36,0.074299999,0.4,0.483,132.5,67.98,1,1020
2015,3,24,20,0,0,0,0,1,-4,110.73,0.074299999,0.4,0.479,132.1,68.28,1,1020
2015,3,24,20,30,0,0,0,1,-4,115.9,0.074299999,0.3,0.473,132.1,73.4,0,1020
2015,3,24,21,0,0,0,0,1,-4,120.78,0.074299999,0.3,0.468,126.9,73.98,0,1020
2015,3,24,21,30,0,0,0,4,-4,125.28,0.074299999,0.3,0.46,126.9,73.98,0,1020
2015,3,24,22,0,0,0,0,1,-3,129.29,0.074299999,0.4,0.452,117.7,75.16,0,1020
2015,3,24,22,30,0,0,0,1,-3,132.67,0.074299999,0.5,0.443,117.7,75.16,0,1020
2015,3,24,23,0,0,0,0,1,-3,135.27,0.074299999,0.6,0.435,125.1,75.64,0,1020
2015,3,24,23,30,0,0,0,1,-3,136.93,0.074299999,0.5,0.427,125.1,75.64,0,1020
2015,3,25,0,0,0,0,0,1,-3,137.54,0.074299999,0.5,0.419,147.2,75.2,0,1020
2015,3,25,0,30,0,0,0,4,-3,137.06,0.074299999,0.5,0.413,147.2,75.2,0,1020
2015,3,25,1,0,0,0,0,1,-3,135.52,0.074299999,0.5,0.407,175.7,74.64,0,1020
2015,3,25,1,30,0,0,0,1,-3,133.04,0.074299999,0.5,0.404,175.7,74.64,0,1020
2015,3,25,2,0,0,0,0,4,-4,129.74,0.074299999,0.6,0.401,212.8,73.96,0,1020
2015,3,25,2,30,0,0,0,1,-4,125.8,0.074299999,0.7,0.399,212.8,73.95,0,1020
2015,3,25,3,0,0,0,0,4,-4,121.35,0.074299999,0.8,0.398,244.2,73.46,0,1020
2015,3,25,3,30,0,0,0,1,-4,116.5,0.074299999,0.9,0.398,244.2,73.46,0,1020
2015,3,25,4,0,0,0,0,1,-4,111.36,0.074299999,1,0.398,256.6,78.96,-1,1020
2015,3,25,4,30,0,0,0,1,-4,106.01,0.074299999,1,0.396,256.6,78.97,-1,1020
2015,3,25,5,0,0,0,0,1,-4,100.49,0.074299999,1,0.395,270.2,79.35,-1,1020
2015,3,25,5,30,0,0,0,4,-4,94.88,0.074299999,0.9,0.393,270.2,79.36,-1,1020
2015,3,25,6,0,0,0,0,4,-3,89.21,0.074299999,0.8,0.391,285.8,85.1,-1,1020
2015,3,25,6,30,39,78,48,4,-3,83.52,0.074299999,0.8,0.389,285.8,79.14,0,1020
2015,3,25,7,0,75,191,116,4,-1,77.87,0.074299999,0.9,0.387,312.1,81.53,1,1020
2015,3,25,7,30,107,307,200,4,-1,72.28,0.074299999,1,0.383,312.1,75.88,2,1020
2015,3,25,8,0,147,317,272,4,-1,66.82,0.074299999,1.1,0.38,338.3,70.1,3,1020
2015,3,25,8,30,134,560,401,7,-1,61.54,0.074299999,1.3,0.383,338.3,65.31,4,1020
2015,3,25,9,0,209,403,431,7,-1,56.53,0.074299999,1.5,0.387,343.3,60.95,5,1020
2015,3,25,9,30,257,350,474,7,-1,51.86,0.074299999,1.6,0.405,343.3,60.94,5,1020
2015,3,25,10,0,206,586,601,4,-1,47.67,0.074299999,1.8,0.424,357.1,62.8,5,1020
2015,3,25,10,30,155,831,752,1,-1,44.11,0.074299999,2,0.464,357.1,62.78,5,1020
2015,3,25,11,0,257,549,670,7,-1,41.35,0.074299999,2.2,0.506,1.1,60.68,6,1020
2015,3,25,11,30,182,753,763,7,-1,39.56,0.074299999,2.3,0.623,1.1,60.65,6,1020
2015,3,25,12,0,259,588,717,7,0,38.89,0.074299999,2.4,0.741,358.9,62.66,6,1020
2015,3,25,12,30,374,112,461,7,0,39.4,0.074299999,2.4,1.018,358.9,62.63,6,1020
2015,3,25,13,0,295,27,316,7,0,41.03,0.074299999,2.5,1.295,357,65.21,6,1020
2015,3,25,13,30,176,2,177,7,0,43.66,0.074299999,2.4,1.581,357,69.86,5,1020
2015,3,25,14,0,209,7,215,7,0,47.12,0.074299999,2.4,1.868,358.7,79.75,4,1020
2015,3,25,14,30,168,0,169,7,0,51.23,0.074299999,2.3,1.95,358.7,85.54,3,1020
2015,3,25,15,0,208,20,220,7,1,55.83,0.074299999,2.2,2.032,359.2,90.82,3,1020
2015,3,25,15,30,44,0,44,6,1,60.81,0.074299999,2,1.996,359.2,97.46,2,1020
2015,3,25,16,0,81,0,81,4,1,66.05,0.074299999,1.8,1.961,344.7,99.97,2,1020
2015,3,25,16,30,9,0,9,4,1,71.48,0.074299999,1.6,1.956,344.7,99.94,2,1020
2015,3,25,17,0,8,0,8,4,2,77.04,0.074299999,1.5,1.951,340.2,100,2,1020
2015,3,25,17,30,3,0,3,4,2,82.68,0.074299999,1.6,1.97,340.2,100,2,1020
2015,3,25,18,0,0,0,0,4,2,88.35,0.074299999,1.7,1.989,356.7,100,2,1020
2015,3,25,18,30,0,0,0,4,2,94.02,0.074299999,1.6,2.004,356.7,100,2,1020
2015,3,25,19,0,0,0,0,4,2,99.63,0.074299999,1.6,2.02,6.7,100,2,1020
2015,3,25,19,30,0,0,0,4,2,105.14,0.074299999,1.4,2.028,6.7,100,2,1020
2015,3,25,20,0,0,0,0,4,2,110.5,0.074299999,1.2,2.037,11,100,2,1020
2015,3,25,20,30,0,0,0,4,2,115.65,0.074299999,1.1,2.066,11,100,2,1020
2015,3,25,21,0,0,0,0,4,2,120.52,0.074299999,1.1,2.095,16,100,2,1020
2015,3,25,21,30,0,0,0,4,2,125,0.074299999,1.1,2.135,16,100,2,1010
2015,3,25,22,0,0,0,0,4,2,128.99,0.074299999,1.1,2.175,25.9,100,2,1010
2015,3,25,22,30,0,0,0,7,2,132.34,0.074299999,1,2.198,25.9,100,2,1010
2015,3,25,23,0,0,0,0,4,2,134.91,0.074299999,1,2.221,35.1,100,2,1010
2015,3,25,23,30,0,0,0,7,2,136.55,0.074299999,1,2.224,35.1,100,2,1010
2015,3,26,0,0,0,0,0,1,2,137.15,0.074299999,1,2.227,44.6,100,2,1010
2015,3,26,0,30,0,0,0,1,2,136.66,0.074299999,1.1,2.221,44.6,100,2,1010
2015,3,26,1,0,0,0,0,0,2,135.13,0.074299999,1.2,2.215,51.2,100,2,1010
2015,3,26,1,30,0,0,0,0,2,132.64,0.074299999,1.2,2.214,51.2,100,2,1010
2015,3,26,2,0,0,0,0,1,2,129.36,0.074299999,1.2,2.214,55.1,100,2,1010
2015,3,26,2,30,0,0,0,3,2,125.43,0.074299999,1.2,2.228,55.1,100,2,1010
2015,3,26,3,0,0,0,0,4,2,120.99,0.074299999,1.2,2.243,61.3,100,2,1010
2015,3,26,3,30,0,0,0,4,2,116.16,0.074299999,1,2.263,61.3,100,2,1010
2015,3,26,4,0,0,0,0,7,2,111.03,0.074299999,0.9,2.284,64.4,100,2,1010
2015,3,26,4,30,0,0,0,0,2,105.68,0.074299999,0.8,2.312,64.4,100,2,1010
2015,3,26,5,0,0,0,0,1,2,100.17,0.074299999,0.7,2.342,64.1,100,2,1010
2015,3,26,5,30,0,0,0,4,2,94.57,0.074299999,0.6,2.392,64.1,100,2,1010
2015,3,26,6,0,6,7,6,1,2,88.89,0.074299999,0.6,2.443,62.3,100,2,1010
2015,3,26,6,30,8,0,8,3,2,83.21,0.074299999,0.6,2.496,62.3,100,2,1010
2015,3,26,7,0,21,0,21,3,2,77.55,0.074299999,0.7,2.549,43.7,100,3,1010
2015,3,26,7,30,33,0,33,3,2,71.96,0.074299999,0.9,2.589,43.7,100,3,1010
2015,3,26,8,0,60,0,60,3,4,66.5,0.074299999,1.1,2.63,20.7,100,4,1010
2015,3,26,8,30,65,0,65,4,4,61.21,0.074299999,1.4,2.726,20.7,96.8,5,1010
2015,3,26,9,0,138,0,138,4,6,56.18,0.074299999,1.7,2.823,26,100,6,1010
2015,3,26,9,30,97,0,97,3,6,51.5,0.074299999,1.7,2.856,26,94.27,7,1010
2015,3,26,10,0,107,0,107,2,7,47.3,0.074299999,1.7,2.89,21.4,99.23,8,1000
2015,3,26,10,30,141,0,141,3,7,43.72,0.074299999,2,2.865,21.4,92.68,9,1000
2015,3,26,11,0,126,0,126,4,9,40.95,0.074299999,2.3,2.84,17.6,97.13,10,1000
2015,3,26,11,30,217,8,224,8,9,39.16,0.074299999,2.4,2.893,17.6,97.06,10,1000
2015,3,26,12,0,183,4,187,4,11,38.5,0.074299999,2.5,2.947,16.3,100,11,1000
2015,3,26,12,30,235,10,243,7,11,39.02,0.074299999,2.6,3.002,16.3,100,11,1000
2015,3,26,13,0,47,0,47,8,11,40.68,0.074299999,2.7,3.058,10.9,99.9,12,1000
2015,3,26,13,30,71,0,71,7,11,43.34,0.074299999,2.7,3.053,10.9,99.82,12,1000
2015,3,26,14,0,157,728,655,0,11,46.82,0.074299999,2.8,3.048,7.8,100,12,1000
2015,3,26,14,30,110,0,110,4,11,50.96,0.074299999,2.9,2.973,7.8,100,12,1000
2015,3,26,15,0,95,0,95,3,11,55.58,0.074299999,3.1,2.898,12.5,100,12,1000
2015,3,26,15,30,125,641,440,0,11,60.57,0.074299999,3.2,2.844,12.5,99.98,12,1000
2015,3,26,16,0,163,49,184,3,11,65.83,0.074299999,3.4,2.791,14.3,100,12,1000
2015,3,26,16,30,11,0,11,3,11,71.27,0.074299999,3.3,2.73,14.3,100,11,1000
2015,3,26,17,0,76,388,165,1,11,76.84,0.074299999,3.2,2.669,13.8,100,11,1000
2015,3,26,17,30,49,221,78,1,9,82.48,0.074299999,3.1,2.646,13.8,100,10,1000
2015,3,26,18,0,13,33,14,1,9,88.16,0.074299999,3.1,2.624,16.5,100,10,1000
2015,3,26,18,30,0,0,0,7,9,93.82,0.074299999,2.9,2.662,16.5,100,9,1000
2015,3,26,19,0,0,0,0,7,9,99.42,0.074299999,2.8,2.7,25.5,100,9,990
2015,3,26,19,30,0,0,0,7,9,104.93,0.074299999,2.5,2.736,25.5,100,9,990
2015,3,26,20,0,0,0,0,7,9,110.28,0.074299999,2.2,2.773,34.7,100,9,990
2015,3,26,20,30,0,0,0,7,8,115.41,0.074299999,1.8,2.792,34.7,100,8,990
2015,3,26,21,0,0,0,0,6,8,120.26,0.074299999,1.5,2.812,55.1,100,8,990
2015,3,26,21,30,0,0,0,7,7,124.72,0.074299999,1.4,2.802,55.1,100,7,1000
